                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                 2.0913,                 1.7441,                 1.5811,                0.51812,                0.27568,                0.26993,                0.11707,                 1.9814,                 1.6409,                 1.4328,               0.005644,               0.005644,               0.005644
                     46,                 2.0662,                 1.6179,                 1.5544,                0.39017,                0.23354,                0.18477,                0.07473,                 2.0877,                 1.7483,                 1.4455,               0.005545,               0.005545,               0.005545
                     47,                 2.1205,                  1.704,                 1.5834,                0.45493,                0.27919,                0.22387,                0.08467,                 2.0627,                 1.6086,                 1.4286,               0.005446,               0.005446,               0.005446
                     48,                 2.2295,                  1.707,                 1.5865,                0.52608,                0.31431,                0.29225,                0.12399,                 1.9425,                 1.4964,                 1.3807,               0.005347,               0.005347,               0.005347
                     49,                 2.0682,                 1.6244,                 1.5411,                0.52681,                 0.3029,                0.29916,                0.13476,                 1.8755,                  1.452,                 1.3716,               0.005248,               0.005248,               0.005248
                     50,                 2.0036,                 1.5488,                 1.4857,                0.53677,                  0.295,                0.27316,                0.11426,                 1.9651,                 1.4823,                 1.4053,               0.005149,               0.005149,               0.005149
                     51,                 2.0603,                 1.5686,                 1.4956,                0.50483,                0.29412,                0.24127,                0.10124,                 1.9476,                 1.7062,                 1.3856,                0.00505,                0.00505,                0.00505
                     52,                 2.0082,                  1.562,                 1.4712,                0.60553,                0.28302,                  0.278,                0.12166,                 1.8632,                 1.5294,                 1.3516,               0.004951,               0.004951,               0.004951
                     53,                 2.0194,                 1.5418,                 1.5163,                0.52748,                0.29148,                0.27439,                0.11274,                 1.9354,                 1.5349,                 1.3683,               0.004852,               0.004852,               0.004852
                     54,                 2.0398,                  1.528,                 1.4777,                0.49028,                0.29324,                0.24892,                0.10587,                 1.9207,                 1.7385,                 1.3792,               0.004753,               0.004753,               0.004753
                     55,                 1.8905,                 1.4339,                   1.44,                 0.5712,                0.32133,                0.31499,                0.13504,                 1.8603,                 1.4007,                 1.3318,               0.004654,               0.004654,               0.004654
                     56,                 1.9569,                 1.4445,                 1.4774,                0.46365,                0.32572,                0.24087,                0.09869,                 1.9232,                 1.8863,                 1.3577,               0.004555,               0.004555,               0.004555
                     57,                 1.8293,                 1.4167,                 1.4194,                0.44784,                 0.3187,                0.25456,                0.10586,                  1.863,                  1.717,                 1.3073,               0.004456,               0.004456,               0.004456
                     58,                 1.9479,                 1.4523,                 1.4389,                0.50361,                 0.3187,                0.29542,                0.13036,                 1.8763,                 1.4316,                 1.3363,               0.004357,               0.004357,               0.004357
                     59,                 1.9905,                 1.5132,                 1.5086,                 0.5293,                0.35119,                0.32351,                 0.1437,                 1.7939,                 1.4009,                 1.3086,               0.004258,               0.004258,               0.004258
                     60,                 1.8696,                 1.4479,                 1.4364,                0.54033,                0.32397,                0.28165,                0.12092,                 1.7754,                 1.5209,                 1.3026,               0.004159,               0.004159,               0.004159
                     61,                 1.7723,                  1.383,                 1.4084,                0.49196,                0.32836,                0.28251,                 0.1207,                 1.8397,                 1.4784,                  1.326,                0.00406,                0.00406,                0.00406
                     62,                 1.9132,                 1.3889,                 1.4287,                0.53613,                0.35294,                0.33962,                0.14949,                 1.8203,                 1.3729,                 1.3109,               0.003961,               0.003961,               0.003961
                     63,                  1.854,                 1.3822,                 1.4345,                0.54619,                0.36611,                0.36248,                0.15892,                 1.8092,                 1.3461,                 1.2908,               0.003862,               0.003862,               0.003862
                     64,                 1.9165,                 1.3566,                  1.415,                0.57488,                0.34767,                0.35594,                 0.1586,                 1.7824,                 1.3494,                 1.3003,               0.003763,               0.003763,               0.003763
                     65,                 1.8732,                 1.5119,                 1.4337,                0.58366,                0.32397,                0.32802,                0.13705,                 1.8842,                 1.4665,                 1.3416,               0.003664,               0.003664,               0.003664
                     66,                 1.8936,                 1.4062,                 1.4828,                0.55512,                0.35645,                0.34142,                0.15145,                 1.7195,                 1.3237,                 1.2631,               0.003565,               0.003565,               0.003565
                     67,                 1.8069,                 1.3061,                 1.3677,                0.55331,                0.33889,                0.32605,                0.14425,                 1.8352,                 1.3821,                 1.3036,               0.003466,               0.003466,               0.003466
                     68,                 1.7249,                 1.3087,                 1.3907,                0.55468,                0.36307,                0.34884,                0.15661,                 1.7024,                 1.3023,                 1.2531,               0.003367,               0.003367,               0.003367
                     69,                 1.8383,                 1.3038,                 1.4094,                0.57164,                0.37226,                0.36822,                0.17651,                 1.6674,                 1.3001,                 1.2489,               0.003268,               0.003268,               0.003268
                     70,                 1.8406,                 1.3561,                 1.4306,                0.56315,                0.38707,                0.37633,                0.17681,                 1.6746,                 1.3255,                 1.2566,               0.003169,               0.003169,               0.003169
                     71,                   1.84,                 1.3502,                  1.361,                0.57734,                0.33977,                0.33843,                0.14924,                 1.7789,                 1.3409,                   1.28,                0.00307,                0.00307,                0.00307
                     72,                 1.7256,                 1.2845,                 1.3003,                0.55678,                0.36611,                0.36617,                0.17073,                 1.7253,                 1.2846,                 1.2682,               0.002971,               0.002971,               0.002971
                     73,                 1.6135,                  1.266,                 1.3132,                0.54133,                0.37489,                0.36722,                0.17963,                 1.6173,                 1.2653,                 1.2412,               0.002872,               0.002872,               0.002872
                     74,                 1.8217,                 1.3372,                 1.3204,                0.58323,                0.37665,                0.36293,                0.16951,                  1.673,                  1.282,                 1.2608,               0.002773,               0.002773,               0.002773
                     75,                 1.8113,                 1.3094,                 1.3514,                0.56044,                0.38455,                0.37211,                0.16426,                 1.6784,                 1.2693,                 1.2547,               0.002674,               0.002674,               0.002674
                     76,                  1.701,                  1.239,                 1.2935,                0.57421,                 0.4065,                0.39756,                0.18947,                 1.6044,                 1.2016,                 1.2295,               0.002575,               0.002575,               0.002575
                     77,                 1.6973,                 1.2969,                 1.3619,                0.57191,                0.40737,                0.39569,                0.18765,                 1.5886,                 1.1941,                 1.2312,               0.002476,               0.002476,               0.002476
                     78,                 1.7184,                 1.2847,                 1.3936,                0.56236,                0.40562,                 0.3959,                 0.1826,                 1.6177,                 1.2137,                 1.2283,               0.002377,               0.002377,               0.002377
                     79,                 1.6449,                 1.1866,                 1.3264,                0.57102,                0.41264,                0.39321,                0.18979,                 1.5695,                 1.2389,                  1.221,               0.002278,               0.002278,               0.002278
                     80,                 1.6063,                 1.2156,                 1.3593,                0.58041,                0.40562,                0.39402,                0.19079,                 1.5869,                 1.2586,                 1.2238,               0.002179,               0.002179,               0.002179
                     81,                 1.6972,                  1.289,                 1.3109,                0.58224,                0.41001,                0.40296,                0.18821,                 1.6147,                 1.2661,                 1.2214,                0.00208,                0.00208,                0.00208
                     82,                 1.6791,                 1.3257,                 1.4255,                0.56158,                0.40386,                0.38387,                0.18587,                 1.5655,                 1.2602,                 1.2149,               0.001981,               0.001981,               0.001981
                     83,                 1.6932,                 1.2865,                 1.3375,                0.57412,                 0.3986,                0.39166,                0.19159,                 1.5593,                 1.2239,                 1.2178,               0.001882,               0.001882,               0.001882
                     84,                 1.6791,                 1.2792,                 1.3063,                0.57803,                0.41352,                0.40405,                 0.2001,                 1.5442,                 1.2215,                 1.2075,               0.001783,               0.001783,               0.001783
                     85,                 1.6398,                 1.2136,                 1.2911,                0.57719,                0.39791,                 0.3839,                 0.1787,                 1.7089,                 1.2327,                  1.239,               0.001684,               0.001684,               0.001684
                     86,                 1.7295,                 1.2776,                 1.3533,                0.59211,                0.42054,                0.41496,                0.19515,                 1.6097,                 1.1932,                 1.2107,               0.001585,               0.001585,               0.001585
                     87,                 1.7613,                 1.2794,                 1.3377,                0.57462,                0.42932,                0.41436,                0.19188,                 1.6192,                 1.1918,                 1.2219,               0.001486,               0.001486,               0.001486
                     88,                 1.7136,                 1.2607,                 1.2764,                0.58501,                0.41708,                0.41294,                0.19569,                 1.6365,                   1.18,                 1.2151,               0.001387,               0.001387,               0.001387
                     89,                 1.5837,                 1.1669,                 1.2617,                0.58788,                0.42707,                0.41773,                  0.202,                 1.5608,                   1.15,                 1.2042,               0.001288,               0.001288,               0.001288
                     90,                  1.615,                 1.2714,                  1.247,                0.55397,                0.42493,                0.39438,                0.18292,                 1.5871,                 1.2313,                 1.2139,               0.001189,               0.001189,               0.001189
                     91,                 1.5867,                 1.2121,                 1.2028,                0.54959,                0.41089,                0.38018,                0.18011,                 1.5857,                 1.2769,                 1.2186,                0.00109,                0.00109,                0.00109
                     92,                 1.5899,                 1.1913,                  1.174,                0.55755,                0.41528,                0.38428,                0.18074,                 1.5942,                   1.25,                 1.2171,               0.000991,               0.000991,               0.000991
                     93,                 1.6415,                 1.2198,                 1.2174,                0.57587,                0.42142,                0.40239,                0.19377,                 1.5705,                 1.1953,                 1.1964,               0.000892,               0.000892,               0.000892
                     94,                 1.6002,                 1.2166,                 1.2442,                0.53775,                0.36523,                0.34958,                0.16106,                 1.6404,                 1.2482,                 1.2208,               0.000793,               0.000793,               0.000793
                     95,                 1.6154,                 1.2931,                 1.2496,                0.57388,                0.40123,                0.39579,                0.19016,                 1.5342,                 1.2075,                  1.186,               0.000694,               0.000694,               0.000694
                     96,                 1.5916,                 1.1489,                 1.1892,                0.56873,                0.40754,                0.40613,                0.19596,                 1.5235,                 1.1865,                 1.1783,               0.000595,               0.000595,               0.000595
                     97,                 1.5401,                 1.1558,                 1.2021,                0.55745,                0.42757,                0.40644,                0.19956,                 1.5474,                 1.1884,                 1.1886,               0.000496,               0.000496,               0.000496
                     98,                 1.5307,                 1.1775,                 1.2247,                0.56003,                0.43547,                0.40986,                0.20206,                 1.5285,                 1.1823,                 1.1817,               0.000397,               0.000397,               0.000397
                     99,                 1.5572,                 1.1784,                 1.2108,                0.56592,                 0.4381,                0.41382,                0.20434,                 1.5179,                 1.1829,                 1.1734,               0.000298,               0.000298,               0.000298
